contig-576.9,BIF_LON,1.0,287957
contig-576.8,BIF_LON,1.0,287006
contig-7000474,ESC_COL_O104,0.5795724465558195,421
contig-576.3,BIF_LON,1.0,288719
contig-576.2,BIF_LON,1.0,288238
contig-576.1,BIF_LON,1.0,287440
contig-576.0,BIF_LON,1.0,279536
contig-576.7,BIF_LON,1.0,288517
contig-576.6,BIF_LON,1.0,287842
contig-576.5,BIF_LON,1.0,285804
contig-576.4,BIF_LON,1.0,288205
contig-1738.10,EUB_REC,1.0,27835
contig-5001633,ENT_FAE,0.87037604350157,26114
contig-1000066,ESC_COL_K12,0.6895787631013317,45129
contig-1000067,ESC_COL_K12,0.6416057467494684,189046
contig-1000064,ESC_COL_K12,0.6393709535302455,52206
contig-1000065,ESC_COL_UT189,0.9994855967078189,1944
contig-1000062,ESC_COL_K12,0.6402464838421374,63777
contig-1000063,ESC_COL_K12,0.6511240247262288,43193
contig-1000060,ESC_COL_K12,0.655361573304805,43933
contig-1000068,ESC_COL_K12,0.6471852639170953,210748
contig-1000069,ESC_COL_K12,0.7515042753087723,104203
contig-2000209,ESC_COL_K12,0.6587057140452748,59415
contig-2000204,ESC_COL_UT189,0.9983878768337902,6203
contig-2000206,ESC_COL_K12,0.6433746487109927,123118
contig-1000602,BAC_THE,0.999391394315623,32862
contig-1000600,ESC_COL_K12,0.65539185333756,337537
contig-1000601,ESC_COL_O127,0.5179640718562875,334
contig-1000604,ESC_COL_K12,0.647052595141618,245555
contig-1752.8,ROS_HOM,1.0,279249
contig-1752.7,ROS_HOM,1.0,274846
contig-1752.6,ROS_HOM,1.0,278938
contig-1752.5,ROS_HOM,1.0,278725
contig-6001439,ESC_COL_K12,0.6484788502087009,92956
contig-1752.2,ROS_HOM,1.0,275575
contig-1752.1,ROS_HOM,1.0,269478
contig-1752.0,ROS_HOM,1.0,261159
contig-2000341,ESC_COL_K12,0.6424660274280857,159982
contig-1274,ESC_COL_UT189,0.999909999099991,11111
contig-2000345,ESC_COL_K12,0.6750993717143223,77990
contig-2000348,ESC_COL_O104,0.8218820664463385,74737
contig-2000349,ESC_COL_K12,0.6458237717061042,172129
contig-1988,ESC_COL_K12,0.7450874873151081,65038
contig-897.1,EUB_REC,1.0,17879
contig-897.0,EUB_REC,1.0,18882
contig-897.3,EUB_REC,0.9996898647810445,16122
contig-897.2,EUB_REC,1.0,19148
contig-431.1,BIF_LON,1.0,287155
contig-431.0,BIF_LON,1.0,266626
contig-431.2,BIF_LON,1.0,391466
contig-3001929.15,ROS_HOM,1.0,540742
contig-3000412,ESC_COL_K12,0.6490064673352705,42676
contig-409,ESC_COL_K12,0.636296623912723,13566
contig-405,ESC_COL_K12,0.641435391960573,162325
contig-404,ESC_COL_O157,0.5255637895185797,37514
contig-407,ESC_COL_O104,1.0,50095
contig-406,ESC_COL_K12,0.6829356308358518,44338
contig-400,ESC_COL_K12,0.6711101853780462,163234
contig-403,ESC_COL_K12,0.6508702326601408,50159
contig-402,ESC_COL_O157,0.974409731645408,62641
contig-2000075.28,BIF_LON,1.0,286399
contig-2000075.29,BIF_LON,1.0,288347
contig-2000075.26,BIF_LON,1.0,287813
contig-2000075.27,BIF_LON,1.0,287225
contig-2000075.24,BIF_LON,1.0,286719
contig-2000075.25,BIF_LON,1.0,287441
contig-2000075.22,BIF_LON,1.0,287948
contig-2000075.23,BIF_LON,1.0,264811
contig-2000075.20,BIF_LON,1.0,287707
contig-2000075.21,BIF_LON,1.0,288685
contig-2001862.4,BAC_FRA,1.0,139079
contig-2001862.5,BAC_FRA,1.0,196777
contig-2001862.0,BAC_FRA,0.9999571575459842,140048
contig-2001862.1,BAC_FRA,1.0,144028
contig-2001862.2,BAC_FRA,1.0,143318
contig-2001862.3,BAC_FRA,1.0,143691
contig-3001533,ESC_COL_K12,0.6519087418116106,79686
contig-2001348,ESC_COL_K12,0.6470402261442041,53771
contig-2001346,ESC_COL_K12,0.6478082779452643,170163
contig-2001345,ESC_COL_K12,0.672138277955332,52879
contig-2001344,ESC_COL_O127,0.6797449331871167,24621
contig-2001343,ESC_COL_K12,0.8560201194592896,6362
contig-2001341,ESC_COL_K12,0.8330404217926186,1138
contig-2001340,ESC_COL_K12,0.6495106629640613,37091
contig-910.1,CLO_DIF,1.0,106119
contig-910.0,CLO_DIF,1.0,83378
contig-2000839,ESC_COL_K12,0.6381470609293334,41901
contig-2000836,ESC_COL_K12,0.6526138723158199,38047
contig-2000837,ESC_COL_K12,0.6432300058000903,31034
contig-2000835,ESC_COL_K12,0.644252239142979,159436
contig-2000832,ESC_COL_K12,0.7002606530289278,85938
contig-2000833,ESC_COL_K12,0.668830003703124,261941
contig-2000830,ESC_COL_UT189,0.5774134790528234,549
contig-2000831,ESC_COL_O127,0.5256198347107438,605
contig-4000816,ESC_COL_O157,0.9927536231884058,138
contig-1367.22,BAC_FRA,1.0,143504
contig-2001129,ESC_COL_UT189,0.9743589743589743,39
contig-3001929.11,ROS_HOM,1.0,271705
contig-1367.23,BAC_FRA,1.0,142753
contig-2001121,ESC_COL_O127,0.5647728932379145,6847
contig-2001127,ESC_COL_K12,0.6515731546835746,200616
contig-2001126,ESC_COL_K12,0.6507963048112695,71769
contig-2001125,ESC_COL_K12,0.6448504700727443,141042
contig-2001124,ESC_COL_K12,0.6137383462577328,91816
contig-1367.21,BAC_FRA,1.0,142869
contig-1367.26,BAC_FRA,1.0,143181
contig-1367.27,BAC_FRA,1.0,144179
contig-3001929.10,ROS_HOM,1.0,277704
contig-1367.24,BAC_FRA,1.0,143447
