contig-576.9,BIF_LON,1,287957
contig-576.8,BIF_LON,1,287006
contig-7000474,ESC_COL_O104,0.57957244655582,421
contig-576.3,BIF_LON,1,288719
contig-576.2,BIF_LON,1,288238
contig-576.1,BIF_LON,1,287440
contig-576.0,BIF_LON,1,279536
contig-576.7,BIF_LON,1,288517
contig-576.6,BIF_LON,1,287842
contig-576.5,BIF_LON,1,285804
contig-576.4,BIF_LON,1,288205
contig-1738.10,EUB_REC,1,27835
contig-5001633,ENT_FAE,0.87037604350157,26114
contig-1000067,ESC_COL_K12,0.641605746749468,189046
contig-1000062,ESC_COL_K12,0.640246483842137,63777
contig-1000060,ESC_COL_K12,0.655361573304805,43933
contig-1000068,ESC_COL_K12,0.647185263917095,210748
contig-1000069,ESC_COL_K12,0.751504275308772,104203
contig-2000204,ESC_COL_UT189,0.99838787683379,6203
contig-1000602,BAC_THE,0.999391394315623,32862
contig-1000600,ESC_COL_K12,0.65539185333756,337537
contig-1000601,ESC_COL_O127,0.517964071856287,334
contig-1000604,ESC_COL_K12,0.647052595141618,245555
contig-1752.8,ROS_HOM,1,279249
contig-1752.7,ROS_HOM,1,274846
contig-1752.6,ROS_HOM,1,278938
contig-1752.5,ROS_HOM,1,278725
contig-1752.2,ROS_HOM,1,275575
contig-1752.1,ROS_HOM,1,269478
contig-1752.0,ROS_HOM,1,261159
contig-2000341,ESC_COL_K12,0.642466027428086,159982
contig-1274,ESC_COL_UT189,0.999909999099991,11111
contig-2000345,ESC_COL_K12,0.675099371714322,77990
contig-2000348,ESC_COL_O104,0.821882066446339,74737
contig-2000349,ESC_COL_K12,0.645823771706104,172129
contig-1988,ESC_COL_K12,0.745087487315108,65038
contig-897.1,EUB_REC,1,17879
contig-897.0,EUB_REC,1,18882
contig-897.3,EUB_REC,0.999689864781044,16122
contig-897.2,EUB_REC,1,19148
contig-431.1,BIF_LON,1,287155
contig-431.0,BIF_LON,1,266626
contig-431.2,BIF_LON,1,391466
contig-3001929.15,ROS_HOM,1,540742
contig-409,ESC_COL_K12,0.636296623912723,13566
contig-405,ESC_COL_K12,0.641435391960573,162325
contig-404,ESC_COL_O157,0.52556378951858,37514
contig-407,ESC_COL_O104,1,50095
contig-400,ESC_COL_K12,0.671110185378046,163234
contig-403,ESC_COL_K12,0.650870232660141,50159
contig-402,ESC_COL_O157,0.974409731645408,62641
contig-2000075.28,BIF_LON,1,286399
contig-2000075.29,BIF_LON,1,288347
contig-2000075.26,BIF_LON,1,287813
contig-2000075.27,BIF_LON,1,287225
contig-2000075.24,BIF_LON,1,286719
contig-2000075.25,BIF_LON,1,287441
contig-2000075.22,BIF_LON,1,287948
contig-2000075.23,BIF_LON,1,264811
contig-2000075.20,BIF_LON,1,287707
contig-2000075.21,BIF_LON,1,288685
contig-2001862.4,BAC_FRA,1,139079
contig-2001862.5,BAC_FRA,1,196777
contig-2001862.0,BAC_FRA,0.999957157545984,140048
contig-2001862.1,BAC_FRA,1,144028
contig-2001862.2,BAC_FRA,1,143318
contig-2001862.3,BAC_FRA,1,143691
contig-3001533,ESC_COL_K12,0.651908741811611,79686
contig-2001348,ESC_COL_K12,0.647040226144204,53771
contig-2001346,ESC_COL_K12,0.647808277945264,170163
contig-2001345,ESC_COL_K12,0.672138277955332,52879
contig-2001344,ESC_COL_O127,0.679744933187117,24621
contig-2001341,ESC_COL_K12,0.833040421792619,1138
contig-910.1,CLO_DIF,1,106119
contig-910.0,CLO_DIF,1,83378
contig-2000839,ESC_COL_K12,0.638147060929333,41901
contig-2000837,ESC_COL_K12,0.64323000580009,31034
contig-2000835,ESC_COL_K12,0.644252239142979,159436
contig-2000832,ESC_COL_K12,0.700260653028928,85938
contig-2000833,ESC_COL_K12,0.668830003703124,261941
contig-2000830,ESC_COL_UT189,0.577413479052823,549
contig-4000816,ESC_COL_O157,0.992753623188406,138
contig-1367.22,BAC_FRA,1,143504
contig-3001929.11,ROS_HOM,1,271705
contig-1367.23,BAC_FRA,1,142753
contig-2001127,ESC_COL_K12,0.651573154683575,200616
contig-2001125,ESC_COL_K12,0.644850470072744,141042
contig-2001124,ESC_COL_K12,0.613738346257733,91816
contig-1367.21,BAC_FRA,1,142869
contig-1367.26,BAC_FRA,1,143181
contig-1367.27,BAC_FRA,1,144179
contig-3001929.10,ROS_HOM,1,277704
contig-1367.24,BAC_FRA,1,143447
contig-3000037,ESC_COL_K12,0.996424342067443,86977
contig-3000520,ESC_COL_K12,0.656611424906379,48333
contig-1000058.9,BAC_HEL,1,284546
contig-1000058.8,BAC_HEL,1,284423
contig-1000058.7,BAC_HEL,1,283679
contig-1000058.6,BAC_HEL,1,283445
contig-1000058.5,BAC_HEL,1,283719
contig-1000058.4,BAC_HEL,1,285295
contig-1000058.3,BAC_HEL,1,282835
contig-1000058.2,BAC_HEL,1,264532
contig-1000058.1,BAC_HEL,1,285106
contig-1000058.0,BAC_HEL,1,280857
contig-1886.1,EUB_REC,0.999960090992537,25057
contig-1886.0,EUB_REC,1,17770
contig-181.8,ROS_HOM,1,448985
contig-181.1,ROS_HOM,0.999994746712755,190357
contig-181.0,ROS_HOM,1,207583
contig-181.3,ROS_HOM,1,278075
contig-181.2,ROS_HOM,1,276655
contig-181.5,ROS_HOM,1,274426
contig-181.4,ROS_HOM,1,259982
contig-181.7,ROS_HOM,1,278349
contig-181.6,ROS_HOM,1,264404
contig-1034.4,BAC_HEL,0.999776121789746,281403
contig-1034.5,BAC_HEL,0.999947268138003,284458
contig-1034.6,BAC_HEL,0.99790716707588,342120
contig-1034.0,BAC_HEL,1,271200
contig-1034.1,BAC_HEL,1,284043
contig-1034.2,BAC_HEL,1,283515
contig-1034.3,BAC_HEL,0.999514743646507,282325
contig-1981,ESC_COL_K12,0.63549956503528,62074
contig-1023,ESC_COL_K12,0.64092004040718,77214
contig-1022,HEL_PYL,1,261254
contig-1021,LAC_BRE,1,185759
contig-1020,ESC_COL_O127,0.983143507972665,2195
contig-1026,EUB_REC,1,15064
contig-1757,ESC_COL_UT189,0.995580401568811,34166
contig-1024,ESC_COL_K12,0.6405240259793,369371
contig-1982,ESC_COL_K12,0.640520129590111,90439
contig-1000479,ESC_COL_UT189,0.628106255355613,7002
contig-1000478,ESC_COL_K12,0.648933858153631,41411
contig-982,ESC_COL_K12,0.641757901165918,548495
contig-983,ESC_COL_O127,0.810659570103977,190139
contig-986,ESC_COL_K12,0.644593298233089,537888
contig-988,ESC_COL_K12,0.997685426549458,968645
contig-1000473,ESC_COL_K12,0.703026895323775,10671
contig-1000475,ENT_FAE,1,65867
contig-1000474,ESC_COL_K12,0.813471502590674,193
contig-1000477,ESC_COL_K12,0.644651073619632,52160
contig-1000476,ESC_COL_O104,0.589177611781782,56494
contig-2007.18,RUM_ALB,1,56712
contig-1552.47,BAC_FRA,1,137610
contig-3001803,ESC_COL_O104,0.771801250588314,14873
contig-3001802,ESC_COL_O127,0.56835252879319,3994
contig-2001756.6,ENT_FAE,1,71088
